,text,date,amusement_parks,ferris_wheels,water_parks,miniature_parks,baths_and_saunas,climbing,stadiums,winter_sports,natural_springs,water,nature_reserves,beaches,railway_stations,dams,mints,mineshafts,science_museums,churches,cathedrals,monasteries,synagogues,hindu_temples,mosques,archaeology,castles,fortified_towers,bunkers,military_museums,battlefields,war_graves,cemeteries,mausoleums,crypts,monuments,tumuluses,wall_painting,fountains,sculptures,gardens_and_parks,archaeological_museums,art_galleries,biographical_museums,history_museums,local_museums,national_museums,fashion_museums,planetariums,zoos,aquariums,skyscrapers,towers,historic_architecture,bridges
261,"Jestem wielbicielką przyrody i aktywnego wypoczynku. Wolny czas najchętniej spędzam na pieszych wędrówkach po parkach narodowych, a także na uprawianiu jogi i nurkowaniu. Interesuję się lokalną kulturą i tradycjami.","Planuję długą wycieczkę trwającą kilka tygodni, która rozpocznie się za sześć miesięcy.",1,3,3,2,2,4,2,1,4,5,5,2,2,3,1,2,2,3,2,2,2,2,1,3,3,3,1,3,2,3,2,3,1,3,1,2,2,3,4,4,3,2,3,3,4,2,1,3,2,2,4,3,3
262,"Jestem miłośniczką kultury i eksploracji nowych smaków. Wolny czas najchętniej spędzam na zwiedzaniu muzeów, galerii sztuki oraz próbowaniu lokalnych specjałów kulinarnych. Interesuję się także architekturą i tradycjami miejsc, które odwiedzam.","Planuję średnią wycieczkę trwającą około 10 dni, która rozpocznie się za pięć miesięcy.",3,4,2,2,3,2,2,1,3,2,4,2,3,2,1,2,4,3,4,3,3,2,1,3,4,3,1,3,2,3,2,3,1,3,1,2,2,3,4,4,5,3,4,3,4,2,2,3,2,3,4,4,3
263,"Jestem miłośniczką sztuki, zwłaszcza architektury i malarstwa. Wolny czas najchętniej spędzam na zwiedzaniu muzeów, galerii sztuki oraz odkrywaniu unikalnych miejsc. Interesuję się lokalną kulturą i historią.","Planuję długą wycieczkę trwającą około trzech tygodni, która rozpocznie się za siedem miesięcy.",2,4,2,1,2,1,2,1,3,2,3,1,3,2,1,2,4,4,3,3,3,2,1,3,3,2,1,3,2,3,2,3,1,3,1,2,2,3,4,4,5,3,4,3,4,2,2,3,2,3,4,4,3
264,"Jestem entuzjastką przyrody i sportów ekstremalnych. Wolny czas najchętniej spędzam na aktywnościach takich jak wspinaczka, kajakarstwo czy jazda na rowerze. Interesuję się także miejscami z bogatą historią i architekturą.","Planuję krótką wycieczkę trwającą około 5 dni, która rozpocznie się za dwa miesiące.",1,2,4,1,2,5,2,3,3,4,5,2,2,3,1,2,2,3,2,2,2,1,1,3,3,3,1,2,3,2,2,3,1,3,1,2,2,2,3,3,2,1,3,3,3,1,1,2,1,2,3,3,2
265,"Jestem pasjonatką historii i kultury lokalnej. Wolny czas najchętniej spędzam na zwiedzaniu zabytków, muzeów i miejsc o bogatej historii. Interesuję się także lokalną kuchnią i tradycjami kulinarznymi.","Planuję średnią wycieczkę trwającą około 8 dni, która rozpocznie się za cztery miesiące.",1,3,2,1,1,1,2,1,2,3,3,1,3,2,1,2,3,4,4,3,3,2,1,4,4,3,1,3,2,3,2,3,1,3,1,2,2,3,3,4,4,2,4,3,4,1,1,2,1,2,3,4,3
266,"Jestem miłośniczką przyrody i spokoju. Wolny czas najchętniej spędzam na wędrówkach po parkach, relaksujących na plażach i delektowaniu się lokalnymi przysmakami. Interesuję się także kulturą ludową i tradycjami miejsc, które odwiedzam.","Planuję długą wycieczkę trwającą około dwóch miesięcy, która rozpocznie się za osiem miesięcy.",1,3,3,2,2,1,2,1,4,4,5,4,3,2,1,2,2,3,3,3,3,2,1,3,3,3,1,2,2,3,2,3,1,3,1,2,2,3,4,4,3,2,3,3,4,2,2,3,2,2,4,3,3
267,"Jestem miłośniczką przygód i różnorodności kulturowej. Wolny czas najchętniej spędzam na aktywnościach outdoorowych, takich jak trekking, nurkowanie i eksploracja lokalnych rynków. Interesuję się tradycjami kulinarystycznymi i sztuką ludową.","Planuję średnią wycieczkę trwającą około 10 dni, która rozpocznie się za pół roku.",2,3,4,2,3,4,2,1,3,4,5,4,3,2,2,3,3,4,3,3,3,2,2,4,4,3,2,3,2,3,3,3,2,3,2,3,3,4,4,4,4,3,4,3,4,2,2,4,3,3,4,4,3
268,"Jestem entuzjastką kultury i sztuki. Wolny czas najchętniej spędzam na zwiedzaniu muzeów, galerii sztuki oraz uczestniczeniu w lokalnych wydarzeniach artystycznych. Interesuję się także kuchnią regionalną i architekturą.","Planuję krótką wycieczkę trwającą około 7 dni, która rozpocznie się za dwa miesiące.",2,4,2,1,2,1,2,1,3,2,3,1,3,2,1,2,4,4,3,3,3,2,1,3,3,2,1,3,2,3,2,3,1,3,1,2,2,3,4,4,5,3,4,3,4,2,2,3,2,3,4,4,3
269,"Jestem miłośniczką przygód i egzotycznych podróży. Wolny czas najchętniej spędzam na aktywnościach outdoorowych, odkrywaniu lokalnej kultury i tradycji. Interesuje mnie również lokalna kuchnia oraz sztuka ludowa.","Planuję długą wycieczkę trwającą około miesiąca, która rozpocznie się za pół roku.",3,4,3,2,3,4,2,1,4,4,5,4,3,2,2,3,3,4,4,3,3,4,2,4,4,3,2,3,2,3,3,3,2,4,2,3,3,4,4,4,5,3,4,3,4,2,2,4,3,3,4,4,3
270,"Jestem pasjonatką kultury i historii. Wolny czas najchętniej spędzam na zwiedzaniu muzeów, zabytków i miejsc o bogatej przeszłości. Interesuję się również lokalnymi tradycjami kulinarystycznymi oraz sztuką ludową.","Planuję średnią wycieczkę trwającą około 10 dni, która rozpocznie się za trzy miesiące.",2,4,3,2,2,1,2,1,3,3,4,2,3,2,1,2,4,4,3,3,3,2,1,4,4,3,1,3,2,3,2,3,1,3,1,2,2,3,4,4,5,3,4,3,4,2,2,3,2,3,4,4,3
271,"Jestem entuzjastką podróży i różnorodnych doświadczeń. Wolny czas najchętniej spędzam na poznawaniu nowych kultur, tradycji i kuchni. Interesuję się również sztuką współczesną oraz przyrodą.","Planuję średnią wycieczkę trwającą około 12 dni, która rozpocznie się za cztery miesiące.",3,4,3,2,3,2,3,1,4,4,5,4,4,3,2,3,4,4,4,3,3,4,2,4,4,3,2,3,3,3,3,3,2,4,2,3,3,4,4,4,5,3,4,3,4,2,2,4,3,3,4,4,3
272,"Jestem miłośniczką przyrody i spokojnych podróży. Wolny czas najchętniej spędzam na relaksujących spacerach, odkrywaniu lokalnych tradycji i kuchni. Interesuję się również architekturą i miejscami o bogatej historii.","Planuję krótką wycieczkę trwającą około 7 dni, która rozpocznie się za dwa miesiące.",2,3,2,2,3,1,2,1,4,3,4,3,3,2,2,3,3,4,3,3,2,2,1,3,3,3,1,2,2,2,3,3,2,3,1,2,3,3,4,3,4,3,3,3,4,2,1,3,2,2,3,4,3
273,"Jestem pasjonatką podróży i kulinariów. Wolny czas najchętniej spędzam na odkrywaniu lokalnej kuchni, uczestniczeniu w festiwalach gastronomicznych i poznawaniu tradycji kulinarystycznych. Interesuję się także sztuką nowoczesną oraz życiem nocnym.","Planuję długą wycieczkę trwającą około 3 tygodni, która rozpocznie się za pół roku.",3,4,2,3,4,2,3,1,4,3,4,4,3,2,2,3,3,4,3,2,2,3,1,3,4,3,2,2,2,2,3,2,1,3,1,3,4,3,4,3,4,3,3,3,4,2,2,4,3,3,4,4,3
274,"Jestem wielbicielką historii sztuki i architektury. Wolny czas najchętniej spędzam na zwiedzaniu muzeów, zabytków i malowniczych miejsc. Interesuję się także lokalnymi festiwalami i kulturą ludową.","Planuję średnią wycieczkę trwającą około 10 dni, która rozpocznie się za trzy miesiące.",2,4,1,2,2,1,2,1,3,3,4,2,3,2,1,2,4,4,3,3,3,2,1,4,4,3,1,3,2,3,2,3,1,3,1,2,2,3,4,4,5,3,4,3,4,2,2,3,2,3,4,4,3
275,"Jestem miłośniczką przygód i aktywnego wypoczynku. Wolny czas najchętniej spędzam na outdoorowych aktywnościach, wspinaczce górskiej i odkrywaniu miejsc z pięknymi krajobrazami. Interesuję się także lokalnym rzemiosłem i kulturą ludową.","Planuję długą wycieczkę trwającą około 3 tygodni, która rozpocznie się za pół roku.",3,4,2,3,3,5,3,4,4,5,5,2,3,3,2,3,3,2,2,2,2,3,2,4,3,3,4,4,4,3,2,3,2,4,3,2,2,3,3,4,2,2,3,2,3,2,1,2,2,3,4,3,3
276,"Jestem entuzjastką kultury i historii. Wolny czas najchętniej spędzam na zwiedzaniu zabytków, muzeów i uczestnictwie w lokalnych festiwalach kulturalnych. Interesuję się także lokalną kuchnią i tradycjami ludowymi.","Planuję średnią wycieczkę trwającą około 10 dni, która rozpocznie się za trzy miesiące.",2,3,2,3,3,2,2,1,4,3,4,3,3,2,2,3,4,4,3,3,3,3,2,4,4,3,2,3,2,2,3,3,2,3,2,3,3,3,4,4,4,3,3,3,4,2,2,3,2,3,3,4,3
277,"Jestem pasjonatką przygód i aktywnego wypoczynku. Wolny czas najchętniej spędzam na odkrywaniu nowych miejsc, wspinaczce górskiej i uczestnictwie w ekstremalnych sportach. Interesuję się także lokalną kulturą i tradycjami ludowymi.","Planuję długą wycieczkę trwającą około 4 tygodni, która rozpocznie się za sześć miesięcy.",3,4,3,2,3,5,3,4,4,5,5,3,3,3,2,3,3,2,2,2,2,3,1,4,4,4,4,4,4,3,3,4,2,4,2,3,3,3,4,4,3,2,3,2,3,2,2,3,3,4,4,4,3
278,"Jestem miłośniczką spokoju i piękna natury. Wolny czas najchętniej spędzam na długich spacerach, obserwacji ptaków i relaksie nad jeziorem. Interesuję się również sztuką i lokalną kuchnią.","Planuję krótką wycieczkę trwającą około 5 dni, która rozpocznie się za dwa miesiące.",1,2,4,1,3,1,2,1,5,4,5,1,3,4,1,2,3,4,3,2,1,2,1,3,4,3,1,1,2,2,3,2,1,3,1,2,4,3,5,3,4,2,3,3,4,1,1,2,2,2,3,4,3
279,"Jestem entuzjastką kultury i historii. Wolny czas najchętniej spędzam na zwiedzaniu muzeów, zabytków i uczestnictwie w lokalnych wydarzeniach kulturalnych. Interesuję się także lokalną kuchnią i tradycjami ludowymi.","Planuję średnią wycieczkę trwającą około 10 dni, która rozpocznie się za trzy miesiące.",2,4,3,2,3,2,3,2,4,3,4,3,3,2,2,3,4,4,3,3,3,2,1,4,4,3,2,3,2,2,3,3,2,3,2,3,3,3,4,4,4,3,3,3,4,2,2,3,2,3,3,4,3
280,"Jestem miłośnikiem przyrody i aktywnego wypoczynku. Wolny czas najchętniej spędzam na pieszych wędrówkach, fotografowaniu krajobrazów i nurkowaniu. Interesuję się również lokalną kulturą i tradycjami.","Planuję dłuższą wycieczkę trwającą około 3 tygodni, która rozpocznie się za cztery miesiące.",2,3,4,2,3,4,2,1,5,5,5,3,2,3,1,2,3,4,3,2,1,2,1,4,4,3,2,2,2,2,3,3,1,4,1,3,3,3,5,4,4,3,3,3,4,2,1,3,3,3,4,4,3
281,"Jestem miłośnikiem kultury i sztuki. Wolny czas najchętniej spędzam na zwiedzaniu muzeów, galerii sztuki i uczestnictwie w koncertach. Interesuję się również lokalną kuchnią i architekturą.","Planuję krótką wycieczkę trwającą około 7 dni, która rozpocznie się za dwa miesiące.",2,4,3,2,3,1,3,1,4,3,4,3,3,2,2,2,4,4,3,3,3,2,1,3,4,3,2,3,2,2,3,3,1,4,1,3,3,3,4,4,4,3,3,3,4,2,2,3,2,3,3,4,3
282,"Jestem pasjonatem historii i przyrody. Wolny czas najchętniej spędzam na zwiedzaniu zamków, rezerwatów przyrody i pieszych wędrówkach po górach. Interesuje mnie również lokalna kuchnia i folklor.","Planuję dłuższą wycieczkę trwającą około 2 tygodni, która rozpocznie się za pięć miesięcy.",1,3,2,1,2,4,2,1,4,4,5,2,3,3,1,2,3,4,3,3,2,2,1,4,5,4,2,3,2,3,4,3,2,4,1,3,3,3,4,4,3,2,4,3,4,1,2,3,2,3,3,4,3
283,"Jestem entuzjastą sportu i aktywności na świeżym powietrzu. Wolny czas najchętniej spędzam na rowerowych wycieczkach, wspinaczce górskiej i uczestnictwie w wydarzeniach sportowych. Interesuję się także historią i lokalną kulturą.","Planuję krótką wycieczkę trwającą około 5 dni, która rozpocznie się za dwa miesiące.",2,3,2,1,3,5,5,3,3,4,4,2,3,2,1,2,2,3,2,2,1,1,1,3,4,3,2,2,3,2,3,2,1,3,1,2,2,2,3,3,2,2,3,2,3,1,1,2,2,3,4,3,3
284,"Jestem miłośnikiem kultury i sztuki. Wolny czas najchętniej spędzam w muzeach, galeriach sztuki, uczestnicząc w koncertach i czytając książki. Interesuję się historią architektury i lokalnym folklorem.","Planuję średnią długość wycieczki trwającą około 10 dni, która rozpocznie się za trzy miesiące.",2,4,3,2,3,1,3,1,4,3,4,3,3,2,2,2,4,4,3,3,3,2,1,3,4,3,2,3,2,2,3,3,1,4,1,3,3,3,4,4,4,3,3,3,4,2,2,3,2,3,3,4,3
285,"Jestem entuzjastą przyrody i aktywności na świeżym powietrzu. Wolny czas najchętniej spędzam na wędrówkach po parkach narodowych, rowerowych przejażdżkach i kempingach. Interesuje mnie także historia miejsc, które odwiedzam.","Planuję długą wycieczkę trwającą około 3 tygodni, która rozpocznie się za sześć miesięcy.",2,3,3,2,1,4,2,1,5,5,5,2,3,3,1,2,2,3,3,2,1,1,1,3,4,3,2,2,2,2,3,2,1,3,1,2,2,2,4,3,2,2,3,2,3,1,1,2,2,3,4,3,3
286,"Jestem entuzjastą kultury i sztuki. Wolny czas najchętniej spędzam w muzeach, teatrach i eksplorując lokalną scenę artystyczną. Interesuje mnie także historia miejsc, których odwiedzam.","Planuję średnią długość wycieczki trwającą około 7 dni, która rozpocznie się za trzy miesiące.",2,4,3,2,1,2,3,1,4,3,3,2,3,2,2,2,4,3,4,2,2,1,1,3,4,3,1,2,1,2,3,2,1,4,1,3,3,3,4,3,4,3,3,3,4,2,2,3,2,3,4,3,3
287,"Jestem pasjonatem historii i architektury. Wolny czas najchętniej spędzam zwiedzając zabytki, muzea oraz uczestnicząc w lokalnych wydarzeniach kulturalnych. Interesuje mnie także lokalna kuchnia i tradycje kulinarne.","Planuję dłuższą wycieczkę trwającą około 2 tygodni, która rozpocznie się za cztery miesiące.",2,3,2,1,2,3,2,1,3,4,4,2,3,2,1,2,3,4,4,3,2,1,1,4,5,4,2,3,3,3,4,3,2,4,2,2,3,3,3,4,4,3,4,3,4,2,2,3,2,3,4,4,3
288,"Jestem miłośniczką przygód i aktywnego wypoczynku. Wolny czas najchętniej spędzam na trekkingu, nurkowaniu i próbowaniu nowych sportów ekstremalnych. Interesuje mnie także historia miejsc, które odwiedzam.","Planuję krótką, intensywną wycieczkę trwającą mniej niż tydzień, która rozpocznie się za dwa miesiące.",1,2,3,1,2,4,2,3,3,4,5,1,2,2,1,2,2,3,2,1,1,1,1,3,4,3,2,2,2,2,2,1,1,3,1,2,2,2,2,3,2,2,3,2,3,1,1,2,2,2,3,3,2
289,"Jestem wielbicielem kultury i sztuki. Wolny czas najchętniej spędzam w muzeach, teatrach oraz na koncertach. Interesuje mnie również lokalna kuchnia i tradycje kulinarne.","Planuję średnią długość wycieczki trwającą około 10 dni, która rozpocznie się za dwa miesiące.",2,4,3,2,1,2,3,1,4,3,3,2,3,2,2,2,4,3,4,2,2,1,1,3,4,3,1,2,1,2,3,2,1,4,1,3,3,3,4,3,4,3,3,3,4,2,2,3,2,3,4,3,3
290,"Jestem miłośnikiem natury i aktywnego wypoczynku. Wolny czas najchętniej spędzam na wędrówkach górskich, w parkach narodowych oraz przy aktywnościach wodnych. Interesuję się także lokalną kulturą i tradycjami.","Planuję długą wycieczkę trwającą około 3 tygodni, która rozpocznie się za pięć miesięcy.",1,3,4,2,2,5,2,3,4,5,5,2,3,3,1,2,3,2,3,2,1,1,1,3,4,4,2,2,2,3,3,2,1,3,1,2,2,2,4,4,3,2,3,3,4,1,2,3,2,2,3,3,3
291,"Jestem entuzjastką historii sztuki i architektury. Moje hobby to eksploracja zabytków, zwiedzanie muzeów oraz uczestnictwo w lokalnych wydarzeniach kulturalnych. Wolny czas najchętniej spędzam na fotografowaniu pięknych miejsc i odkrywaniu ich ukrytych zakątków.","Planuję średnią długość wycieczki trwającą około 10 dni, która rozpocznie się za trzy miesiące.",2,4,3,2,1,2,3,1,4,4,3,2,3,2,1,2,4,3,4,2,1,1,1,3,4,4,2,2,2,3,3,2,1,4,1,3,3,3,4,4,4,3,3,3,4,2,2,3,2,3,4,3,3
292,"Jestem pasjonatem przyrody i aktywności na świeżym powietrzu. Moje hobby to wędrówki górskie, kajakarstwo oraz obserwacja ptaków. Wolny czas najchętniej spędzam w miejscach otoczonych zielenią i malowniczymi krajobrazami.","Planuję dłuższą wycieczkę trwającą około 2 tygodni, która rozpocznie się za sześć miesięcy.",1,3,4,2,2,5,2,3,4,5,5,2,3,3,1,2,3,2,3,2,1,1,1,3,4,4,2,2,2,3,3,2,1,3,1,2,2,2,4,4,3,2,3,3,4,1,2,3,2,2,3,3,3
293,"Jestem miłośnikiem historii i architektury. Moje zainteresowania obejmują zwiedzanie zabytkowych miejsc, muzeów oraz uczestnictwo w lokalnych festiwalach kulturalnych. Wolny czas najchętniej spędzam w miejscach o bogatej historii i unikalnym charakterze.","Planuję krótką wycieczkę trwającą mniej niż tydzień, która rozpocznie się za dwa miesiące.",2,4,3,2,2,3,3,1,4,3,4,2,3,2,1,2,4,4,4,3,2,1,1,3,4,3,2,3,2,3,3,3,2,4,1,3,3,3,3,4,4,3,4,3,4,2,2,2,2,3,4,4,3
294,"Jestem miłośnikiem przyrody i aktywnego trybu życia. Moje hobby to wspinaczka górska, jazda na rowerze i odkrywanie nowych szlaków turystycznych. Wolny czas najchętniej spędzam na łonie natury, podziwiając piękno krajobrazów.","Planuję dłuższą wycieczkę trwającą około 2 tygodni, która rozpocznie się za cztery miesiące.",1,3,2,1,1,5,2,1,4,5,5,1,2,1,1,1,2,2,2,1,1,1,1,2,3,3,1,1,1,2,2,1,1,3,1,1,1,1,3,2,2,1,2,2,3,1,1,2,1,2,3,2,2
295,"Jestem pasjonatem sztuki i kultury. Moje hobby to zwiedzanie muzeów, galerii sztuki oraz uczestniczenie w lokalnych wydarzeniach kulturalnych. Wolny czas najchętniej spędzam w miejscach otoczonych sztuką i historią.","Planuję średnią długość wycieczki trwającą około 1,5 tygodnia, która rozpocznie się za trzy miesiące.",3,4,2,3,2,1,2,1,3,2,2,1,3,2,2,1,4,4,4,3,2,2,2,3,4,3,1,2,1,3,3,3,2,4,2,3,3,4,2,3,5,3,4,3,4,3,2,2,1,2,4,4,3
296,"Jako miłośnik przyrody i spokoju, moje zainteresowania koncentrują się wokół miejsc o wyjątkowej atmosferze. Najbardziej relaksujące są dla mnie tereny zielone, dlatego wolny czas najchętniej spędzam w parkach, ogrodach botanicznych czy rezerwatach przyrody. Interesuje mnie również architektura, zwłaszcza historyczne budowle, dlatego chętnie odwiedzam stare kościoły, zamki oraz miejsca o bogatej historii.","Planuję wyjątkową podróż trwającą ponad tydzień, rozpoczynającą się za pięć miesięcy. Chcę połączyć zarówno spokojne, relaksujące miejsca, jak i te o bogatej historii i architektonicznej wartości.",1,2,3,2,2,1,2,1,4,4,5,1,3,2,1,2,3,4,5,3,2,1,1,4,5,4,1,3,2,4,3,4,2,3,1,2,3,4,5,4,4,3,5,3,4,2,2,2,1,2,4,5,3
297,"Jestem entuzjastą historii i kultury, zafascynowanym dziedzictwem miejsc, które odwiedzam. Zdecydowanie preferuję spokojne otoczenie, gdzie mogę cieszyć się zabytkami, architekturą oraz unikalnymi miejscami pełnymi historii. Moje zainteresowania obejmują również sztukę, dlatego uwielbiam zwiedzać galerie, muzea sztuki oraz miejsca, gdzie mogę poznać lokalne tradycje i rzemiosło.","Planuję podróż trwającą nieco ponad tydzień, która rozpocznie się za cztery miesiące. Chcę w tym czasie odwiedzić różnorodne miejsca, łącząc w sobie zarówno długie spacery po zabytkowych ulicach, jak i momenty relaksu w otoczeniu natury.",2,3,2,1,2,1,2,1,4,3,4,1,3,2,1,1,4,5,5,3,2,1,1,4,5,4,1,3,2,4,3,4,2,4,1,2,3,4,4,4,5,3,5,3,4,2,2,2,1,3,4,5,3
298,"Jestem wielkim miłośnikiem przygód i adrenaliny, zawsze gotowym do odkrywania nowych miejsc i doświadczeń. Moje zainteresowania skupiają się głównie wokół aktywności na świeżym powietrzu, takich jak wspinaczka, narciarstwo czy wszelkiego rodzaju sporty ekstremalne. Wolny czas najchętniej spędzam w miejscach, gdzie mogę poczuć dreszcz emocji i doświadczyć czegoś niezwykłego.","Planuję intensywną podróż trwającą niecałe dwa tygodnie, która rozpocznie się za sześć miesięcy. Chcę odkryć różnorodność krajobrazów, od gór po plaże, łącząc w sobie ekstremalne przygody z chwilami relaksu.",4,3,4,2,3,5,3,5,2,4,5,4,2,3,1,2,3,2,2,1,1,1,1,3,3,3,4,4,4,3,3,2,2,3,1,2,2,1,3,3,2,1,2,2,3,1,1,2,3,3,4,2,3
299,"Jestem pasjonatem kultury i sztuki, zawsze poszukującym inspiracji w różnorodnych przejawach ludzkiej twórczości. Moje zainteresowania skupiają się głównie wokół muzeów, galerii sztuki i miejsc historycznych, gdzie mogę zagłębiać się w różne epoki i style artystyczne. Wolny czas najchętniej spędzam w spokojnych miejscach, gdzie mogę delektować się atmosferą i pięknem otoczenia.","Planuję dłuższą podróż trwającą ponad dwa tygodnie, która rozpocznie się za siedem miesięcy. Chcę w tym czasie zanurzyć się w bogatej historii, ciesząc się zarówno zabytkami kultury, jak i nowoczesnymi dziełami sztuki.",2,3,1,2,1,1,2,1,3,3,4,2,3,2,1,1,4,5,5,3,3,2,1,4,4,3,1,3,2,4,3,3,2,4,1,2,3,4,4,4,5,3,5,3,4,2,2,2,1,3,4,5,3
300,"Jestem miłośniczką natury i spokoju, zafascynowaną pięknem otaczającego świata. Moje zainteresowania koncentrują się głównie wokół miejsc pełnych zieleni, parków krajobrazowych, a także spokojnych plaż, gdzie mogę zrelaksować się przy szumie fal i zachodzie słońca. Wolny czas najchętniej spędzam na spacery, obserwując przyrodę i odkrywając urokliwe zakątki.","Planuję krótki, ale intensywny wypad na kilka dni, który rozpocznie się za trzy miesiące. Chcę w tym czasie zanurzyć się w naturalnych pięknościach i odpocząć od miejskiego zgiełku, delektując się świeżym powietrzem i harmonią otoczenia.",1,2,2,1,2,1,1,1,4,5,5,5,2,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,4,2,1,1,1,2,1,1,1,1,2,1,2,2,3
301,"Jestem entuzjastką aktywnego stylu życia i przygód na świeżym powietrzu. Moje zainteresowania koncentrują się głównie wokół ekstremalnych sportów, wspinaczki, biegania po górach oraz wszelkiego rodzaju atrakcji, które dostarczają dawki adrenaliny. Wolny czas najchętniej spędzam na szlakach górskich, wspinając się na skałki lub nurkując w malowniczych miejscach.","Planuję ekscytującą podróż trwającą około dwóch tygodni, która rozpocznie się za cztery miesiące. Chcę w tym czasie przemierzyć malownicze szlaki górskie, zanurzyć się w głębokich wodach i doświadczyć intensywności ekstremalnych sportów na różnych kontynentach.",1,2,3,1,1,5,2,4,2,4,5,3,2,1,1,2,2,1,1,1,1,1,1,2,3,3,3,2,3,3,2,1,1,3,2,1,1,2,2,3,1,1,2,2,1,1,1,1,2,1,3,2,3
302,"Jestem pasjonatem historii i kultury, uwielbiającym odkrywanie dziedzictwa różnych miejsc na świecie. Moje zainteresowania skupiają się głównie wokół muzeów, zabytków architektonicznych oraz miejsc o głębokim znaczeniu historycznym. Wolny czas najchętniej spędzam na spacerach po starówkach, zgłębiając tajemnice minionych epok i czerpiąc inspirację z bogactwa kulturowego.","Planuję spokojną wycieczkę trwającą około tygodnia, która rozpocznie się za dwa miesiące. Chcę w tym czasie zanurzyć się w atmosferze historycznych miejsc, zatrzymując się w malowniczych zakątkach pełnych architektonicznych perełek.",1,2,1,1,1,1,1,1,2,3,3,1,2,1,3,3,4,4,4,3,3,2,2,4,4,3,1,4,3,4,2,3,2,4,2,1,1,3,2,4,3,3,5,4,5,2,1,1,2,1,3,4,3
303,"Jestem miłośniczką natury i spokoju, zafascynowaną urokami miejsc otoczonych zielenią i malowniczymi krajobrazami. Moje zainteresowania skupiają się głównie na parkach narodowych, rezerwatach przyrody oraz miejscach, gdzie mogę zanurzyć się w harmonii otaczającej przyrody. Wolny czas najchętniej spędzam na długich spacerach, obserwując ptaki i czerpiąc radość z prostych, naturalnych przyjemności życia.","Planuję relaksujący pobyt trwający około dziesięciu dni, który rozpocznie się za trzy miesiące. Chcę w tym czasie odkrywać urokliwe zakątki, z dala od zgiełku miejskiego, delektując się pięknem przyrody i korzystając z chwil wytchnienia.",1,2,1,1,1,1,1,1,4,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2
304,"Jestem entuzjastką przygód i aktywnego wypoczynku, zawsze gotową na nowe doznania i wyzwania. Moje zainteresowania skupiają się głównie na ekstremalnych sportach, więc uwielbiam odwiedzać miejsca oferujące adrenalinkowe atrakcje, takie jak ścianki wspinaczkowe czy tereny do uprawiania różnych dyscyplin sportowych. Wolny czas najchętniej spędzam na świeżym powietrzu, biorąc udział w aktywnościach zespołowych, które dostarczają mi nie tylko rozrywki, ale także nowych przyjaźni.","Planuję intensywną wycieczkę trwającą około dwóch tygodni, która rozpocznie się za miesiąc. Chcę w tym czasie doświadczyć różnorodnych atrakcji sportowych i czerpać radość z aktywnego spędzania czasu, eksplorując nieznane tereny i testując swoje umiejętności sportowe.",4,3,4,2,3,5,4,5,2,4,3,3,3,3,2,2,2,2,2,2,2,2,2,3,4,4,3,3,4,3,2,3,2,4,2,3,3,3,3,3,2,2,3,2,3,2,2,3,3,3,4,3,3
305,"Jestem miłośniczką historii i kultury, zafascynowaną architekturą oraz dziedzictwem kulturowym różnych miejsc na świecie. Moje zainteresowania skupiają się głównie na zwiedzaniu muzeów, miejsc historycznych i artystycznych, gdzie mogę zgłębiać tajniki przeszłości oraz czerpać inspirację z różnorodnych form sztuki. Wolny czas najchętniej spędzam na długich spacerach po zabytkowych uliczkach, podziwiając charakterystyczną architekturę i odkrywając niezwykłe dzieła sztuki.","Planuję spokojną podróż trwającą około dziesięciu dni, która rozpocznie się za dwa miesiące. Chcę w tym czasie poszerzyć swoją wiedzę o historii i kulturze, delektując się atmosferą miejsc pełnych dziedzictwa oraz ucząc się nowych rzeczy o świecie, który mnie otacza.",2,3,2,2,2,1,2,1,3,3,2,2,3,2,3,2,4,4,4,3,3,3,3,4,4,3,2,4,3,3,3,3,2,3,2,2,3,4,3,4,5,3,5,3,5,3,2,2,2,2,3,4,3
306,"Jestem pasjonatem przyrody i ekologii, zawsze poszukującym miejsc, gdzie mogę zanurzyć się w pięknie naturalnego otoczenia. Moje zainteresowania skupiają się głównie na ekoturystyce, dlatego wybieram destynacje oferujące malownicze krajobrazy, rezerwaty przyrody i ekologiczne atrakcje. Wolny czas najchętniej spędzam na pieszych wędrówkach, obserwując ptaki i roślinność oraz ucząc się o ochronie środowiska naturalnego.","Planuję relaksującą podróż trwającą około tygodnia, która rozpocznie się za trzy miesiące. Chcę w tym czasie odnaleźć harmonię z naturą, odkrywając różnorodność ekosystemów i uczestnicząc w ekologicznych inicjatywach lokalnych społeczności.",1,2,1,1,2,1,1,1,4,5,5,2,2,3,1,1,2,1,1,1,1,1,1,2,3,2,1,2,1,1,1,2,1,2,1,2,1,2,3,3,2,1,2,1,3,1,1,2,2,1,2,3,2
