text,date,amusement_parks,ferris_wheels,water_parks,miniature_parks,baths_and_saunas,climbing,stadiums,winter_sports,natural_springs,water,nature_reserves,beaches,railway_stations,dams,mints,mineshafts,science_museums,churches,cathedrals,monasteries,synagogues,hindu_temples,mosques,archaeology,castles,fortified_towers,bunkers,military_museums,battlefields,war_graves,cemeteries,mausoleums,crypts,monuments,tumuluses,wall_painting,fountains,sculptures,gardens_and_parks,archaeological_museums,art_galleries,biographical_museums,history_museums,local_museums,national_museums,fashion_museums,planetariums,zoos,aquariums,skyscrapers,towers,historic_architecture,bridges,text_en
".Mam silną pasję do odkrywania nowych miejsc i kultur, a także doświadczania lokalnej kuchni i tradycji","Planuję podróże zazwyczaj z wyprzedzeniem, aby mieć pewność, że zobaczę najważniejsze atrakcje danego miejsca. Preferuję podróże poza sezonem turystycznym, aby uniknąć tłumów i cieszyć się spokojem danego miejsca.",4,4,3,3,4,3,4,3,4,5,5,4,4,3,3,4,4,5,5,4,4,3,3,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,5,4,5,3,3,4,4,4,5,5,4,"Traveling for me is a passion and a way to expand the horizons.I like to discover new cultures, flavors and customs.I always try to plan my travels to make the best use of time and immerse myself in a local atmosphere."
". Planuję podróż, ale zawsze zostawiam miejsce na spontaniczność i odkrywanie nieznanych miejsc.Podróże to dla mnie niezapomniane przygody, uwielbiam uczyć się różnych kultur i próbować lokalnych potraw","Preferuję podróże poza sezonem, aby uniknąć tłumów. Lubię zarówno letnie plaże, jak i zimowe stoki narciarskie, aby doświadczyć różnych atrakcji.",4,5,3,4,4,3,4,4,4,5,4,5,4,3,3,4,4,5,5,4,4,3,3,5,5,4,3,4,3,4,4,3,3,5,3,5,4,4,4,5,5,4,5,4,5,4,3,4,4,5,5,5,5,"Travels are unforgettable adventures for me, I love to learn different cultures and try local dishes.I plan travel, but I always leave space for spontaneity and discovering unknown places."
"Lubię spędzać wolny czas, próbując regionalnych specjalności i uczestniczyć w wydarzeniach, które celebrują ich historię i kulturę.Moja pasja polega na odkrywaniu tradycyjnych potraw, uczestnictwie w festiwalach sztuki kulinarnej i odkrywaniu lokalnych kultur.","Planuję swoją wycieczkę na październik. Będzie trwała 9 dni, od 5 października do 13 października.",2,3,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,2,2,2,3,2,2,1,1,1,1,2,2,2,"I am an enthusiast of culinary and local culture.My hobby is discovering traditional dishes, participation in culinary art festivals and exploration of places related to local culture.I most often spend my free time tasting regional specialties and participation in events promoting culinary and cultural heritage."
"Jestem miłośnikiem kultury i sztuki. Wolny czas najchętniej spędzam w muzeach, galeriach sztuki, uczestnicząc w koncertach i czytając książki. Interesuję się historią architektury i lokalnym folklorem.","Planuję średnią długość wycieczki trwającą około 10 dni, która rozpocznie się za trzy miesiące.",2,4,3,2,3,1,3,1,4,3,4,3,3,2,2,2,4,4,3,3,3,2,1,3,4,3,2,3,2,2,3,3,1,4,1,3,3,3,4,4,4,3,3,3,4,2,2,3,2,3,3,4,3,"I am a lover of culture and art.I spend my free time in museums, art galleries, participating in concerts and reading books.I am interested in the history of architecture and local folklore."
"Lubię też spędzać wolny czas na stadionach skokowych i angażować się w debaty z politykami..Moja pasja do skoku narciarskiego i polityki jest widoczna z moich częstych wizyt w konkursach skokowych narciarskich, wycieczkach na wzgórze i ciągłego zainteresowania wydarzeniami politycznymi","Planuję swoją wycieczkę na styczeń. Będzie trwała 7 dni, od 10 stycznia do 17 stycznia.",1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"I am an enthusiast of ski jumping and politics.My hobby is tracking ski jumping competitions, visiting the hill and being interested in current political events.I most often spend my free time at ski jumping stadiums and participating in political debates."
"Doświadczenie w podróżowaniu jest naprawdę niezapomniane, ponieważ pasjonuję się odkrywaniem nowych miejsc i delektowaniem się lokalną kuchnią.","Preferuję podróże poza sezonem, aby uniknąć tłumów. Lubię zarówno letnie plaże, jak i zimowe stoki narciarskie, aby doświadczyć różnych atrakcji.",4,5,3,4,4,3,4,4,4,5,4,5,4,3,3,4,4,5,5,4,4,3,3,5,5,4,3,4,3,4,4,3,3,5,3,5,4,4,4,5,5,4,5,4,5,4,3,4,4,5,5,5,5,"Travels are unforgettable adventures for me, I love to learn different cultures and try local dishes.I plan travel, but I always leave space for spontaneity and discovering unknown places."
"Jestem osobą o charakterze aktywnym i energicznym, która lubi angażować się w intensywne działania i odkrywać nowe wyzwania.Gdzie mogę doświadczyć ekscytujących przygód i interakcji społecznych, jednocześnie rozumiejąc dynamikę środowiska?","Preferuję podróże w okresie pełnego życia danego miejsca, gdy panuje intensywna atmosfera i odbywają się fascynujące wydarzenia. Lubię również wybierać się w podróże podczas specjalnych okazji, takich jak festiwale czy sezon sportowy.",4,3,4,3,4,5,5,4,3,3,2,4,3,3,4,4,5,3,3,3,4,3,4,2,2,3,2,4,4,3,3,3,4,3,4,5,4,3,2,2,4,5,2,3,2,5,5,4,4,5,3,2,3,"I am a person with vigorous temperament, who loves activity and intensive experiences.I am looking for places where I can experience exciting adventures and new challenges, as well as enjoy the dynamics of the surrounding world."
"Jestem turystą i chcę odkrywać miejsca związane ze sztuką i kulturą, takie jak muzea, teatry, galerie sztuki i inne obiekty kulturalne, w których można lepiej zrozumieć lokalną historię i tradycję artystyczną.","Preferuję podróże o różnych porach roku, by móc uczestniczyć w różnych wydarzeniach kulturalnych.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,4,3,3,2,3,2,1,1,1,1,2,2,2,"I am a tourist who wants to see places related to art and culture.I am interested in museums, theaters, art galleries and other cultural facilities that allow you to better understand local history and artistic tradition."
".Jestem namiętnym entuzjastą przyrody, który lubi spędzać czas na świeżym powietrzu, odkrywać naturę poprzez wędrówki lub jazdę na rowerze oraz spędzać czas w fotografii krajobrazowej i odkrywanie nieznanych miejsc.Często spędzam wolny czas na zwiedzaniu parków narodowych, górskich szlaków i jezior","Planuję długą wycieczkę na 8 dni, od 5 do 12 czerwca 2024 roku.",1,2,1,1,1,1,1,1,4,5,5,1,2,3,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,3,1,2,1,2,4,2,1,1,2,3,4,1,1,1,1,1,3,2,2,"I am a lover of nature and active leisure in the open air.My interests focus on hiking, cycling rides and discovering the charms of nature.The hobby is also landscape photography and the search for wild, unknown places.I most often spend my free time in national parks, on mountain trails and on the lakes."
"Jestem miłośnikiem sportów ekstremalnych i przygód na świeżym powietrzu. Lubię także uczyć się różnych kultur i tradycji odwiedzanych miejsc. Spędzam wolny czas, ćwicząc różne sportowe sport.. Jestem zainteresowany adrenaliną i pięknem dzikiej przyrody","sierpień 2023, 10 dni.",2,1,3,1,1,5,4,5,3,5,5,2,2,3,1,2,2,2,1,2,2,3,3,4,4,4,4,4,4,3,2,3,1,2,3,3,1,1,2,3,1,2,3,2,3,1,2,1,1,2,3,3,2,"I am a lover of extreme sports and outdoor adventures.I spend my free time actively, practicing various extreme sports.I am interested in adrenaline and the beauty of wild nature.I also like to learn different cultures and traditions of places I visit."
Ponadto instytucje kulturowe dają mi możliwość doświadczenia współczesnych i eksperymentalnych wyrażeń artystycznych..Lubię odkrywać sztukę współczesną w wolnym czasie i wydawać ją w galeriach i muzeach,"lipiec 2023, 7 dni.",2,3,1,2,2,1,1,1,1,2,1,2,3,1,1,1,1,2,2,2,3,2,1,1,2,1,1,1,1,2,2,2,1,2,1,3,1,2,3,2,5,3,4,3,4,4,1,1,2,4,4,3,2,I am a lover of modern art.In my free time I explore galleries and art museums.I prefer cultural places where I can immerse myself in modern and experimental artistic works.
"Jako osoba, która lubi odkrywać naturę i pozostawać aktywnym, spędzam wolny czas w górach podczas wędrówki, odwiedzania parków narodowych i angażowania się w rekreację na bazie wody.Ponadto intryguje mnie lokalna kultura i tradycje naszego obszaru.","Planuję długą wycieczkę trwającą około 3 tygodni, która rozpocznie się za pięć miesięcy.",1,3,4,2,2,5,2,3,4,5,5,2,3,3,1,2,3,2,3,2,1,1,1,3,4,4,2,2,2,3,3,2,1,3,1,2,2,2,4,4,3,2,3,3,4,1,2,3,2,2,3,3,3,"I am a lover of nature and active rest.I most often spend my free time on mountain hiking, in national parks and with water activities.I am also interested in local culture and traditions."
".Podróżowanie jest dla mnie źródłem emocji, ponieważ lubię odkrywać nowe miejsca i kultury, pozostawiając trochę czasu na odkrywanie własnej ojczyzny","Preferuję podróżować poza sezonem, aby uniknąć tłumów turystycznych. Cenię zarówno letnie wypady na plażę, jak i zimowe przygody na stokach narciarskich, by móc doświadczyć różnych atrakcji sezonowych.",4,5,3,4,4,3,4,4,4,5,4,5,4,3,3,4,4,5,5,4,4,3,3,5,5,4,3,4,3,4,4,3,3,5,3,5,4,4,4,5,5,4,5,4,5,4,3,4,4,5,5,5,5,"Traveling is a fascinating experience for me, I love to explore various cultures and enjoy local specialties.My travels are carefully planned, but at the same time I like to leave some space for spontaneous discoveries."
" W przypadku wszystkich czynności najbardziej lubię jeździć na rowerze i agr-garden.. Ulubionym obszarem, na którym często chodzę, jest Gorce.Moim ulubionym sposobem spędzania wolnego czasu jest aktywny odpoczynek. Lubię także wycieczki górskie, szczególnie w miejscach, które prawie nie odwiedzają innych",Moja wycieczka odbędzie się w dniach 2.12-4.12. 2023r. ,1,3,4,2,5,4,1,1,3,3,3,3,2,2,2,3,3,5,5,5,5,5,5,4,2,2,3,3,4,5,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,3,2,5,4,4,"My favorite way of spending free time is an active rest.Of all activities, I like cycling and agri-garden work the most.I also like mountain trips, especially in places hardly frequented by others.The favorite area I often walk on is Gorce."
"Jestem pasjonatem kolarstwa i podróży rowerem. Moje hobby to długie trasy rowerowe, odkrywanie malowniczych szlaków i eksploracja przyrodniczych zakątków. Wolny czas najchętniej spędzam na dwóch kółkach, delektując się pięknem krajobrazów. Interesuję się ekoturystyką i zrównoważonym rozwojem turystyki.",Moja wycieczka odbędzie się od 10 czerwca do 25 czerwca 2023 roku.,1,2,1,1,1,1,1,1,3,4,5,1,4,2,1,1,2,2,1,1,1,1,1,2,3,2,1,1,1,1,2,1,1,2,1,1,1,1,4,2,1,1,2,3,3,1,1,1,1,2,3,2,3,"I am passionate about cycling and bicycle travel.My hobby are long bicycle routes, discovering picturesque trails and exploration of natural corners.I spend my free time on two wheels, enjoying the beauty of landscapes.I am interested in ecotourism and sustainable development of tourism."
".Moja pasja polega na odkrywaniu nowych miejsc, doświadczaniu lokalnej kuchni, łączeniu przygody z kulturą i poznawaniu niesamowitych ludzi.Staram się podróżować jako dynamiczna i inspirująca osoba","Preferuję zróżnicowane podróże, zarówno krótkie weekendowe wypadki, jak i dłuższe wyjazdy trwające od 7 do 10 dni. Lubię elastyczność w planowaniu i otwartość na spontaniczne przygody.",4,5,4,3,4,4,3,3,4,5,5,5,4,3,3,3,5,4,4,3,4,3,3,5,5,4,3,4,3,4,3,4,3,4,3,4,4,4,4,5,5,4,5,4,5,4,4,4,4,4,5,5,4,"I am passionate about travel, always looking for new and exciting experiences.I like to combine adventure with culture, taste local food and meet fascinating people.My ideal is dynamic travel, full of diversity and inspiration."
"Jestem osobą o spokojnym usposobieniu, ceniącą harmonię i piękno otaczającego świata. Podróże dla mnie to głównie okazja do relaksu i zanurzenia się w atmosferze spokoju oraz piękna przyrody.","Preferuję podróże w okresie, gdy miejsce emanuje spokojem, a atmosfera jest sprzyjająca relaksowi. Wybieram się w podróże, aby odnaleźć wewnętrzną równowagę, czerpać inspirację z przyrody i delektować się chwilą.",2,3,3,2,3,2,3,2,3,4,4,4,3,3,2,3,3,4,4,3,4,3,4,3,4,3,2,3,2,3,3,3,3,4,3,3,4,3,4,3,4,3,4,4,4,3,3,4,4,3,3,4,4,"I am a person with a calm disposition, valuing harmony and the beauty of the surrounding world.Traveling for me is mainly an opportunity to relax and immerse yourself in an atmosphere of peace and beautiful nature."
"Jestem entuzjastą kultury i sztuki.. Spędzam wolny czas w kawiarni, cieszę się kawą i czytaniem książek. Jestem również zainteresowany historycznąArchitecture. Moje hobby odwiedza muzea, galerię sztuki i uczestnictwo w lokalnych wydarzeniach kulturalnych, takich jak koncerty i wystawy",Moja wycieczka odbędzie się od 10 maja do 25 maja 2023 roku.,3,4,2,3,2,1,2,1,3,2,4,2,3,2,1,2,4,5,5,4,3,2,1,3,4,3,2,3,1,3,2,3,2,3,1,2,3,4,4,4,5,3,4,5,5,2,2,3,2,3,4,4,3,"I am an enthusiast of culture and art.My hobby is visiting museums, art gallery and participation in local cultural events, such as concerts and exhibitions.I spend my free time in cafes, enjoying coffee and reading books.I am also interested in historical architecture.In terms of food, I am fascinated by local cuisine and experimenting with new flavors."
".Lubię angażować się w działania napędzane adrenaliną, takimi jak wspinanie się po ścianach lub ćwiczenie wielu sportów w trudnych środowiskach.Ponadto aktywnie uczestniczę w zajęciach zespołowych, które zapewniają mi rozrywkę i powiązania społeczne.Jestem fanem przygody i aktywnej rekreacji, zawsze otwarty na nowe doświadczenia i wyzwania","Planuję intensywną wycieczkę trwającą około dwóch tygodni, która rozpocznie się za miesiąc. Chcę w tym czasie doświadczyć różnorodnych atrakcji sportowych i czerpać radość z aktywnego spędzania czasu, eksplorując nieznane tereny i testując swoje umiejętności sportowe.",4,3,4,2,3,5,4,5,2,4,3,3,3,3,2,2,2,2,2,2,2,2,2,3,4,4,3,3,4,3,2,3,2,4,2,3,3,3,3,3,2,2,3,2,3,2,2,3,3,3,4,3,3,"I am an enthusiast of adventure and active recreation, always ready for new experiences and challenges.My interests focus mainly on extreme sports, so I love to visit places offering adrenaline attractions, such as climbing walls or areas for practicing various sports.I spend my free time in the fresh air, taking part in team activities, which provide me not only by entertainment, but also new friendships."
Lubię teatr i aktywność fizyczną..Lubię narażać się na różnorodne kultury i odkrywać parki miejskie poprzez występy na świeżym powietrzu,Moja wycieczka odbędzie się od 5 sierpnia do 20 sierpnia 2023 roku.,2,3,2,2,4,3,3,1,2,3,3,1,2,2,2,2,4,3,4,2,3,1,2,3,3,2,1,3,2,2,3,3,1,3,1,4,2,2,4,3,4,3,4,3,4,3,2,2,2,3,4,3,3,I am a lover of theater and physical activity.I am interested in the cultural diversity and the cultural scene.I spend my free time by participating in outdoor performances and practicing jogging in city parks.
"Jestem miłośnikiem rekreacji wody i uwielbiam spędzać czas na przybrzeżnych plażach.. Moje hobby surfowanie, pływanie, nurkowanie i relaks na pięknych plażach","Planuję swoją wycieczkę na lipiec. Będzie trwała 14 dni, od 1 lipca do 14 lipca.",1,1,4,1,3,1,1,1,1,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,3,1,2,"I am a lover of water recreation and I love spending time on the coastal beaches.My hobby is surfing, swimming, diving and relaxing on beautiful beaches.I most often spend my free time in places where I can enjoy water attractions and picturesque beaches."
"Jestem miłośnikiem przyrody i aktywności fizycznej na świeżym powietrzu. Wolny czas najchętniej spędzam na wędrówkach, rowerowych wyprawach i wspinaczce. Interesuję się także lokalną kulturą i tradycjami.","Planuję krótką wycieczkę trwającą około tygodnia, która rozpocznie się za dwa miesiące.",1,2,1,2,1,4,2,1,4,5,5,1,2,1,1,1,2,1,1,1,1,1,1,3,3,2,1,2,1,2,1,2,1,2,1,1,1,2,4,4,2,1,3,3,4,1,1,2,1,1,2,3,2,"I am a lover of nature and outdoor physical activity.I spend my free time on wandering, cycling expeditions and climbing.I am also interested in local culture and traditions."
"Lubię przyrodę i ekologię..Moja pasja polega na zachowaniu środowiska, monitorowaniu dzikich zwierząt i roślin, a także angażowanie się w inicjatywy zrównoważonego rozwoju.Lubię też podróżować do parków narodowych lub rezerwatów przyrody, w przeciwieństwie do pracy w gospodarstwach ekologicznych.Lubię robić zdjęcia z naturą, opiekować się roślinami i uczestniczyć w wydarzeniach ekologicznych","Planuję dłuższą wycieczkę na 12 dni, od 10 do 21 maja 2024 roku.",1,1,2,1,1,1,1,1,3,4,5,2,1,4,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,2,1,3,"I am a fan of nature and ecology.My interests focus on environmental protection, observation of wild fauna and flora and participation in actions for sustainable development.The hobby is nature photography, planting plants and participation in ecological social events.I spend my free time in national parks, nature reserves and on ecological farms."
"Jestem entuzjastą nowoczesnych technologii i podróży, pasjonującym się innowacjami. Moje hobby to zwiedzanie miejsc z unikalną architekturą oraz eksploracja nowatorskich rozwiązań w różnych dziedzinach. Wolny czas najchętniej spędzam w miejscach oferujących nowoczesne atrakcje i inspirujące technologicznie.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,3,4,3,2,3,2,3,2,3,4,3,3,3,2,2,1,5,3,4,2,2,1,1,3,4,3,2,4,2,3,3,1,1,4,3,4,3,4,4,4,3,2,4,3,5,2,4,4,3,5,4,3,4,"I am an enthusiast of modern technologies and travel, passionate innovations.My hobby is visiting places with unique architecture and exploration of innovative solutions in various fields.I spend my free time in places offering modern attractions and technologically inspiring."
".Wolę uczestniczyć w spokojnych i spokojnych zajęciach i cieszyć się, że jest otoczony kulturą i sztuką",Najbardziej lubię podróże w okresie wiosennym. Uwielbiam podziwiać kwitnące kwiaty i korzystać z łagodnej temperatury.,2,3,3,2,4,2,2,1,3,4,5,3,3,2,1,2,4,4,3,2,2,2,2,4,3,3,2,3,2,2,3,4,2,4,2,3,4,4,4,4,5,3,4,3,4,2,2,3,3,2,3,4,3,I am a person who prefers calm and relaxing classes.I like to enjoy the moment surrounded by culture and art.
"Interesuję szeroko rozumianymi sportami artystycznymi, zarówno samym oglądaniem występów, jak i ich historią, jest to również moje hobby i sposób na spędzanie wolnego czasu. Oprócz tego interesuję się modą, szczególnie damską, projektowaniem i stylizacją ubrań, a także rysowaniem samym w sobie.  Natomiast jeśli chodzi o same atrakcje turystyczne, to oprócz tych związanych z moimi zainteresowaniam, preferuję miejsca, w których czas spędza się aktywnie (jakieś wrotkarnie, acroparki, parki wspinaczkowe/ linowe, parkury, escape roomy itp)
Posiłki lubię jeść w dobrze ocenianych restauracjach (min 4 gwiazdki w ocenie internetowej), jednak lubię też gdy gdzieś w okolicy jest opcja Mcdonald’a","za tydzień, od wieczora 17 listopada do południa 19 listopada",5,2,5,3,3,4,2,5,0,3,1,3,1,1,1,2,2,2,3,0,1,1,1,3,3,2,3,1,0,0,0,2,3,3,2,4,3,2,2,3,4,2,2,2,3,5,4,4,4,5,5,3,5,"I am interested in broadly understood artistic sports, both by watching performances and their history, it is also my hobby and a way to spend free time.In addition, I am interested in fashion, especially women's, design and styling of clothes, as well as drawing in itself.However, when it comes to tourist attractions themselves, in addition to those related to my interested, I prefer places where time is spent actively (some roller skates, acropariars, climbing/ rope parks, parks, escape room, etc.)
I like to eat meals in well -rated restaurants (min 4 stars in online assessment), but I also like when there is a mcdonald option somewhere in the area"
".Jako namiętny kucharz zainteresowałem się sztuką kulinarną i cieszę się odkrywaniem nowych przepisów, odwiedzaniem rynków żywności w celu smakowania lokalnych składników i uczestniczeniem w zajęciach gotowania","Planuję swoją wycieczkę na październik. Będzie trwała 7 dni, od 10 października do 17 października.",1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"I am an enthusiast of cooking and I am fascinated by culinary art.My hobby is experimenting with new regulations, visiting local food markets and participation in culinary workshops.I most often spend my free time in places where I can discover unique flavors and traditional dishes."
"Jestem pasjonatem astronomii i astronautyki. Moje hobby to obserwacja nocnego nieba, czytanie książek o kosmosie i budowa modeli rakiet. Najchętniej spędzam wolny czas na obserwacji gwiazd i odwiedzam planetaria oraz obserwatoria astronomiczne.","Planuję swoją wycieczkę na sierpień. Będzie trwała 7 dni, od 10 sierpnia do 17 sierpnia.",1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,3,1,5,1,1,1,4,2,1,"I am passionate about astronomy and astronautics.My hobby is observing the night sky, reading books about space and building rocket models.I most often spend my free time observing stars and visit planetaria and astronomical observatories."
" Traczyki są dla mnie nie tylko relaksujące, ale także szansę na rozwinięcie mojej wiedzy o świecie.Uwielbiam podróżować i odkrywać nowe miejsca, zwłaszcza te z bogatą historią i kulturą.. Dbam o autentyczne doświadczenia i kontakty z lokalnymi tradycjami","Podróżuję głównie w okresie poza sezonem turystycznym, aby uniknąć tłumów i cieszyć się spokojem w zwiedzaniu. Jednak jestem otwarty na spontaniczne wyjazdy i gotów dostosować się do różnych warunków atmosferycznych.",3,4,3,2,3,2,3,2,4,4,5,4,3,3,2,3,4,5,5,4,3,3,3,4,4,3,2,4,3,3,3,3,2,4,3,4,4,4,4,4,4,3,5,4,5,3,3,4,4,4,5,5,4,"I love traveling and discovering new places, especially those with rich history and culture.I care about authentic experiences and contacts with local traditions.Travels are not only relaxing for me, but also a chance to develop my knowledge of the world."
"Będąc zapaloną entuzjastą natury i sportu, lubię jeździć na rowerze górskim jako moje hobby i angażowanie się w sporty wodne.Uwielbiam spędzać wolny czas na zewnątrz, odkrywać nowe szlaki i trasy.","Planuję wyjątkową wycieczkę trwającą 10 dni, aby mieć wystarczająco czasu na intensywne doświadczanie przyrody i aktywności sportowe.",3,2,4,2,4,5,3,5,3,5,5,4,2,3,1,2,3,1,2,2,1,1,1,3,4,3,3,4,3,4,3,2,1,2,1,1,2,2,4,4,2,3,4,3,4,2,2,4,4,3,4,3,3,"I am an active tourist who loves nature and sport.My hobby is mountain climbing and water activities.I spend my free time outdoors, discovering new trails and routes."
" Najczęściej spędzam wolny czas na odkrywaniu miejsc z bogatą historią i charakterystyczną architekturą.. Moje hobby obejmuje odwiedzanie muzeów, zabytków, a także udział w lokalnych wydarzeniach kulturalnych.Fascynuje mnie dziedzictwo kulturowe, historia i architektura","Planuję swoją wycieczkę na maj. Będzie trwała 10 dni, od 5 maja do 15 maja.",2,3,2,1,2,1,2,1,2,3,4,3,3,2,1,2,4,4,5,3,2,1,2,4,5,4,3,4,3,4,3,2,1,3,1,1,2,3,4,4,4,2,5,4,5,2,3,3,2,3,4,5,3,"I am fascinated by cultural heritage, history and architecture.My hobby includes visiting museums, monuments, as well as participation in local cultural events.I most often spend my free time discovering places with a rich history and characteristic architecture."
".Jako entuzjasta parków i atrakcji rozrywki lubię aktywny relaks i miejsca, które oferują zarówno zabawę, jak i emocje",Planuję wycieczkę w okresie od 15 sierpnia do 30 sierpnia 2023 roku.,5,4,4,3,4,3,4,2,3,3,4,4,3,3,2,2,3,1,1,1,1,1,1,2,3,2,2,3,2,1,1,1,1,2,2,1,3,2,5,2,3,2,3,2,3,2,2,4,4,1,4,3,2,I am an enthusiast of amusement parks and attractions.I like active rest and places offering entertainment and emotions.
" Najczęściej spędzam wolny czas w muzeach naukowych, parkach technologicznych i miejscach, w których mogę odkrywać nowe technologie.. Moje zainteresowania koncentrują się na odkrywaniu innowacyjnych projektów i korzystaniu z najnowszych gadżetów.Jestem fanem nowych technologii i nowoczesnych rozwiązań",Moja wycieczka odbędzie się od 15 sierpnia do 30 sierpnia 2023 roku.,2,3,1,1,1,1,2,1,2,1,2,1,2,1,1,1,5,2,2,1,1,1,1,2,2,1,1,3,1,2,2,1,1,3,1,2,2,2,3,4,2,2,4,3,4,2,5,1,2,3,4,2,3,"I am a fan of new technologies and modern solutions.My interests focus on discovering innovative projects and using the latest gadgets.I most often spend my free time in science museums, technology parks and places where I can explore new technologies."
"Jestem entuzjastką literatury i historii. Moje zainteresowania skupiają się na czytaniu książek, zwiedzaniu miejsc związanych z literaturą i poznawaniu historii różnych epok. Hobby to pisanie opowiadań, kolekcjonowanie antycznych książek i eksploracja zabytkowych bibliotek. Wolny czas najchętniej spędzam w muzeach literackich, historycznych miejscach i podczas spacerów po malowniczych miejscowościach.","Planuję długą wycieczkę na 14 dni, od 7 do 20 sierpnia 2024 roku.",1,2,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,3,3,2,2,1,1,2,4,3,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,3,4,3,4,1,1,1,1,1,2,3,2,"I am an enthusiast of literature and history.My interests focus on reading books, visiting places related to literature and learning about the history of various eras.The hobby is writing stories, collecting ancient books and exploring historic libraries.I most often spend my free time in literary museums, historical places and during walks in picturesque towns."
"Moje zainteresowania obejmują badanie oryginalnych dzieł, uczestnictwo w wystawach i zbieranie sztuki współczesnej.Jestem pasjonatką odkrywania współczesnej sztuki i muzeów sztuki współczesnej.Często odwiedzam muzea lub galerie, w których moje zainteresowanie leży poza moją strefą komfortu.","Planuję swoją wycieczkę na lipiec. Będzie trwała 14 dni, od 7 lipca do 20 lipca.",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,1,2,1,1,"I am passionate about modern art and museums of contemporary art.My hobby is an exploration of innovative works of art, participation in exhibitions and collecting contemporary art.I most often spend my free time in places that offer original and innovative artistic experiences."
".Moja 4-dniowa wycieczka ma na celu urzeczenie mnie ciekawością, ponieważ jestem turystą szukającym niekonwencjonalnych doświadczeń, które prezentują sztukę uliczną, lokalną kuchnię i cuda architektoniczne",wrzesień 2023,3,4,3,3,3,4,3,2,3,4,4,3,3,4,2,3,3,4,4,3,3,3,3,4,4,3,2,3,3,3,4,3,2,4,2,5,4,5,4,4,5,4,4,4,4,5,3,3,3,5,5,4,4,"I am a tourist with unusual interests.I am primarily interested in street art, gastronomy with local delicacies and interesting architectural places.I plan a 4-day trip, focusing on places inspiring creativity and offering unique experiences."
"Uwielbiam spędzać wolny czas na plaży i odkrywać nowoczesne budynki architektoniczne i przedmioty.Z wielką przyjemnością łączę piękno przyrody z innowacyjnymi projektami architektonicznymi.Jestem turystą, który lubi opalać się i podziwiać współczesną architekturę.","Planuję swoją wycieczkę na lipiec. Będzie trwała 10 dni, od 15 lipca do 24 lipca.",1,2,1,1,4,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,1,2,1,1,1,2,3,4,2,2,"I am a tourist who loves sunbathing and fascinating modern architecture.In my free time I most often relax on the beaches, and also visit modern architectural buildings and objects.I am interested in the combination of the beauty of the natural landscape with innovative architectural constructions."
" Im bardziej ekstremalne, tym lepiej!.Jestem szalonym turystą, który uwielbia ekstremalne atrakcje, niezwykłe miejsca i wszelkiego rodzaju szaleństwo","Nie ma ograniczeń, gotów jestem na szaleństwo o każdej porze roku!",5,4,5,4,3,5,4,4,4,5,5,4,3,4,3,4,4,2,2,3,2,3,2,4,4,4,5,5,5,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,5,5,3,4,"I am a crazy tourist who loves extreme attractions, unusual places and all kinds of madness.The more extreme, the better!"
